uid,nbhd,nbhd_size,equiv_size,precision_nbhd,precision_equiv,recall_nbhd,recall_equiv,f1_nbhd,f1_equiv
2,"[54, 89, 135, 168, 209, 448, 449, 629, 860, 1123]",22,22898,0.6952380952380953,0.7558748289606805,0.9285714285714286,0.8536830467804977,0.7951403435274405,0.8018071753706902
12,"[68, 69, 71, 78, 90, 101, 104, 137, 140, 174]",27,22895,0.835,0.7556577380952428,0.9,0.8536939484127015,0.8662824207492795,0.8016898276384967
15,"[304, 507, 580, 821, 1192, 1214, 1226, 1518, 1619, 2111]",15,22905,0.6388888888888888,0.7559870261262917,0.8888888888888888,0.8537200698288036,0.7434343434343434,0.8018866268975079
41,"[31, 45, 113, 120, 125, 126, 155, 200, 214, 251]",28,22895,0.6545454545454545,0.755998094897903,0.8181818181818182,0.8538464209878779,0.7272727272727274,0.8019485872485682
47,"[37, 68, 132, 142, 144, 171, 197, 201, 256, 268]",14,22909,0.9166666666666666,0.7556269331429977,1.0,0.8536199341740058,0.9565217391304348,0.8016398553007967
57,"[38, 152, 155, 184, 233, 251, 269, 369, 395, 433]",18,22904,0.6363636363636364,0.7560338155623074,0.7272727272727273,0.8540250243098997,0.6787878787878787,0.8020474553165446
73,"[46, 599, 821, 826, 902, 986, 1028, 1039, 1095, 1226]",19,22898,0.5703703703703703,0.7560971255133059,0.7407407407407407,0.8539581225574828,0.6444862942038083,0.8020535724449425
82,"[145, 213, 305, 393, 437, 447, 448, 572, 580, 606]",20,22897,0.7291666666666666,0.7558372009996477,0.8392857142857143,0.8537971841122531,0.7803605313092978,0.8018363422522478
104,"[12, 29, 38, 97, 105, 112, 125, 161, 165, 178]",28,22894,0.643939393939394,0.756018931952139,0.9090909090909091,0.8536678176658561,0.753880266075388,0.8018815237272906
105,"[27, 30, 43, 61, 88, 98, 104, 196, 197, 203]",18,22904,0.6333333333333333,0.7559740568844506,0.75,0.853924689594989,0.6867469879518072,0.8019695813523804
113,"[4, 41, 67, 88, 164, 168, 178, 234, 269, 279]",10,22911,0.7619047619047619,0.7557915402463014,1.0,0.8535938088722342,0.8648648648648648,0.8017209550286973
153,"[24, 74, 80, 86, 108, 155, 167, 203, 211, 222]",29,22893,0.8318181818181819,0.7556498184199606,1.0,0.8534892143438343,0.9081885856079405,0.8015950849624113
165,"[21, 60, 78, 104, 106, 164, 203, 280, 292, 395]",23,22896,0.7629629629629631,0.7557876569660226,0.8888888888888888,0.8537200698288036,0.8211260587942203,0.8017744562999941
166,"[821, 4743, 3642, 417, 1214, 5052, 3883, 4178, 1028, 356]",9,22910,0.32857142857142857,0.7563329168897662,0.42857142857142855,0.8543077121383417,0.3719676549865229,0.8023404255397542
168,"[2, 40, 43, 60, 77, 91, 113, 196, 201, 203]",31,22893,0.664814814814815,0.7559453668987727,1.0,0.853541530282294,0.7986651835372638,0.8017844275746226
172,"[49, 127, 184, 188, 212, 241, 371, 391, 445, 452]",30,22892,0.7227272727272727,0.7558641424063868,0.8636363636363636,0.853757119326867,0.7869236780411564,0.8018338327967397
175,"[941, 2182, 4196, 4550, 4804, 5383, 5400, 5899, 1469, 1970]",19,22902,0.5599999999999999,0.7561488095238142,0.8,0.8538725198412729,0.6588235294117647,0.8020448892036631
181,"[304, 592, 821, 826, 835, 986, 1526, 1813, 1892, 1970]",15,22902,0.29259259259259257,0.7565434743795799,0.5185185185185185,0.8543152016505019,0.374090985963132,0.8024621904943476
192,"[356, 1970, 2834, 3623, 4061, 4189, 4211, 4464, 4649, 4804]",21,22896,0.6777777777777777,0.7559245372850133,0.8333333333333334,0.8538093396020583,0.7475490196078431,0.8018908457296345
208,"[356, 572, 841, 1123, 1178, 1309, 1435, 1615, 1713, 2160]",13,22908,0.6875,0.7558967035582577,1.0,0.8535676742433289,0.8148148148148148,0.8017685885110802
214,"[41, 126, 311, 381, 421, 559, 580, 683, 703, 709]",12,22907,0.8125,0.7557181958824276,0.875,0.853746181919159,0.8425925925925926,0.8017468832988317
230,"[43, 160, 200, 356, 572, 592, 807, 989, 1039, 1070]",6,22914,0.7,0.7558489443948903,0.8,0.8538244622856608,0.7466666666666666,0.8018549798222857
252,"[67, 171, 285, 356, 358, 375, 383, 391, 421, 430]",18,22903,0.8916666666666666,0.7556051410210686,1.0,0.8535676742433289,0.9427312775330396,0.8016045470687186
282,"[45, 50, 60, 61, 67, 72, 116, 145, 154, 203]",28,22895,0.45757575757575764,0.7563850687622837,0.7272727272727273,0.8540250243098997,0.5617298302720297,0.8022450672859762
301,"[304, 835, 1214, 1907, 3009, 3234, 3623, 3877, 4255, 4420]",10,22909,0.75,0.7558053771115916,0.8333333333333334,0.8537983781425996,0.7894736842105262,0.8018189608006042
316,"[14, 21, 66, 69, 72, 138, 197, 203, 253, 276]",16,22906,0.8777777777777778,0.7556031661012961,1.0,0.853541530282294,0.9349112426035503,0.8015919067187545
324,"[4, 50, 116, 140, 280, 357, 388, 448, 449, 466]",25,22897,0.8099999999999999,0.7557023809523855,0.9,0.8536939484127015,0.8526315789473684,0.8017149506916437
338,"[158, 200, 874, 1811, 3376, 4192, 4492, 4672, 5051, 1379]",12,22905,0.18,0.7568273809523857,0.16666666666666666,0.8550034722222253,0.17307692307692307,0.8029254897468361
355,"[158, 947, 3623, 3897, 4189, 4211, 4288, 4991, 5125, 5146]",9,22906,0.75,0.7558074497203426,0.7142857142857143,0.8539756917880832,0.7317073170731706,0.8018983092700479
357,"[49, 51, 101, 112, 167, 226, 256, 294, 324, 382]",13,22909,0.6428571428571429,0.7559402700934069,0.8571428571428571,0.8537722846887611,0.7346938775510204,0.8018833543523243
373,"[21, 51, 110, 112, 155, 189, 203, 218, 227, 287]",20,22902,0.5629629629629629,0.7561090281497398,0.6666666666666666,0.8540771489218226,0.610441767068273,0.8021127646377494
377,"[21, 79, 211, 709, 821, 835, 1174, 1240, 1444, 1783]",12,22907,0.39999999999999997,0.7562436789815028,0.42857142857142855,0.8543077121383417,0.4137931034482758,0.8022902103863323
395,"[32, 55, 57, 61, 64, 69, 71, 85, 97, 129]",18,22905,0.6111111111111112,0.756031661012919,0.6666666666666666,0.8540771489218226,0.6376811594202899,0.802069228549485
415,"[112, 171, 1039, 1111, 1456, 2673, 3307, 3325, 3575, 3739]",14,22905,0.6541666666666667,0.7559443056051458,0.875,0.853746181919159,0.7486376021798364,0.8018741113970563
429,"[835, 989, 3286, 4804, 5125, 5899, 5245, 5207, 5897, 4178]",18,22897,0.6900000000000001,0.7559166666666713,0.7571428571428571,0.8539490504535179,0.7220138203356368,0.8019480294005163
431,"[79, 269, 280, 294, 364, 473, 688, 709, 759, 841]",19,22899,0.5833333333333333,0.7561071428571475,0.7833333333333334,0.8539022817460348,0.6686991869918699,0.802034577765685
440,"[4, 6, 12, 35, 50, 51, 54, 57, 68, 81]",26,22896,0.7,0.7558988095238142,0.8,0.8538725198412729,0.7466666666666666,0.8019042325566665
520,"[345, 384, 835, 1305, 1615, 1864, 2045, 2538, 3115, 3214]",16,22904,0.7166666666666666,0.7558690476190524,0.9,0.8536939484127015,0.7979381443298967,0.8018087311099278
530,"[12, 79, 85, 164, 269, 356, 448, 473, 492, 625]",9,22910,0.7999999999999999,0.7557518439210134,1.0,0.8536199341740058,0.888888888888889,0.80171014310113
533,"[821, 2329, 3234, 5439, 5174, 5215, 2710, 5529, 932, 3739]",7,22910,0.5499999999999999,0.7560195098739043,0.6333333333333333,0.8540125109049123,0.5887323943661972,0.8020338870132477
543,"[158, 1477, 1573, 1986, 2037, 2834, 3132, 3764, 4178, 4259]",11,22904,0.6071428571428571,0.7559848890475387,0.6507936507936508,0.854030083090411,0.6282109058134294,0.8020221535592592
559,"[14, 18, 55, 74, 97, 119, 159, 180, 189, 196]",26,22898,0.8083333333333332,0.7557053571428618,0.8833333333333334,0.8537237103174634,0.8441707717569785,0.8017297493263921
572,"[22, 33, 63, 64, 77, 82, 129, 138, 145, 154]",38,22886,0.7481481481481481,0.7558114622388905,0.931216931216931,0.8536520547634665,0.8297043104856588,0.8017578540154809
595,"[4, 61, 128, 164, 191, 207, 276, 384, 422, 580]",17,22904,0.574074074074074,0.7560911741950888,0.7777777777777778,0.853898609375313,0.6605783866057838,0.8020239740582203
612,"[16, 30, 38, 41, 116, 152, 164, 171, 183, 184]",21,22898,0.8407407407407407,0.7556626792834659,1.0,0.853541530282294,0.9134808853118712,0.8016253944884678
621,"[826, 865, 994, 1095, 1111, 1189, 1213, 1454, 1573, 1864]",17,22900,0.6833333333333333,0.7559156103076878,0.8518518518518517,0.8537795830109733,0.7583433856051467,0.8018726989293063
663,"[1, 12, 16, 155, 339, 357, 387, 448, 468, 497]",17,22905,0.8333333333333334,0.7556745819198999,0.8888888888888888,0.8537200698288036,0.8602150537634408,0.8017108248042599
665,"[3, 11, 40, 87, 101, 176, 205, 212, 242, 262]",36,22887,0.715,0.7558720238095284,0.975,0.8535600198412729,0.8250000000000001,0.8017513285951569
669,"[153, 835, 3877, 4192, 4196, 4358, 4442, 5725, 5999, 5899]",17,22900,0.7272727272727273,0.7558552122402856,0.7012987012987013,0.8540760538304772,0.7140495867768595,0.8019694387487052
678,"[2829, 5159, 5635, 4743, 835, 2613, 5145, 4365, 3132, 5069]",11,22903,0.725,0.7558431512555086,0.8125,0.853835435757074,0.7662601626016259,0.8018565589717973
700,"[52, 72, 76, 79, 99, 119, 143, 144, 203, 252]",25,22896,0.6066666666666667,0.7560654761904808,0.9,0.8536939484127015,0.7247787610619468,0.8019192331011683
705,"[12, 171, 191, 200, 642, 680, 683, 805, 879, 906]",8,22911,0.7999999999999999,0.7557518439210134,0.8333333333333334,0.8537983781425996,0.8163265306122449,0.8017888348842566
713,"[1154, 1582, 2440, 2613, 3642, 3959, 4211, 4991, 5221, 5914]",11,22908,0.8666666666666667,0.7556210200559471,0.8888888888888888,0.8537200698288036,0.8776371308016878,0.8016806804485077
714,"[12, 158, 1477, 1479, 2811, 3623, 4038, 4061, 4804, 5012]",23,22894,0.661111111111111,0.7559513182169897,0.7555555555555555,0.8539343172846149,0.705185185185185,0.8019610319970288
719,"[27, 29, 71, 72, 106, 167, 178, 184, 203, 209]",22,22902,0.6229166666666668,0.7559889325241032,1.0,0.8535676742433289,0.767650834403081,0.8018204667983255
721,"[1477, 2467, 226, 5681, 4288, 1596, 1295, 4912, 5391, 1906]",13,22901,0.7452380952380953,0.7558123624248961,0.9285714285714286,0.8536830467804977,0.8268644584434058,0.8017720294931411
754,"[254, 589, 1070, 1310, 1580, 1653, 1711, 1821, 1892, 1907]",5,22918,0.5,0.7560273565269153,0.6,0.8540028744176857,0.5454545454545454,0.8020340527812191
780,"[782, 2908, 3838, 4787, 5439, 5529, 2623, 304, 5533, 4410]",20,22894,0.6592592592592593,0.7559542938760981,0.8444444444444444,0.8537914856474073,0.7404488232074439,0.8018997134330875
788,"[221, 345, 434, 688, 821, 826, 941, 1026, 1111, 1123]",22,22897,0.5606060606060606,0.7561826516639922,0.6363636363636364,0.8542036276319215,0.5960874568469505,0.8022099697547354
796,"[986, 3325, 3838, 5967, 1240, 61, 2440, 4679, 2053, 4991]",14,22902,0.6458333333333333,0.7559562061168676,0.828125,0.8538131222975952,0.7257067137809187,0.8019103324581499
800,"[79, 164, 298, 313, 318, 383, 395, 580, 683, 900]",15,22905,0.6875,0.7558967035582577,0.75,0.853924689594989,0.717391304347826,0.8019260530356418
802,"[12, 572, 821, 835, 1154, 1250, 1573, 1713, 1864, 1893]",15,22901,0.6444444444444444,0.7559780991489661,0.7301587301587301,0.853975126323817,0.684629201950218,0.8019940983430655
819,"[27, 67, 88, 104, 189, 200, 221, 243, 285, 315]",15,22904,0.6909090909090909,0.7559266535690943,0.7272727272727273,0.8540250243098997,0.7086247086247086,0.8019871497526643
822,"[1558, 2312, 2829, 3307, 3366, 4068, 4413, 4743, 5101, 5802]",16,22903,0.7925925925925925,0.7557400464202867,0.8888888888888888,0.8537200698288036,0.8379833578071463,0.8017476651810321
824,"[50, 356, 835, 986, 1270, 1615, 1864, 2123, 2207, 2710]",18,22901,0.4962962962962963,0.7562161518776456,0.7777777777777778,0.853898609375313,0.6059431524547804,0.8020942805008217
857,"[8, 60, 93, 124, 214, 226, 292, 381, 407, 449]",25,22895,0.8354166666666667,0.7556854694751922,1.0,0.8535676742433289,0.9103291713961408,0.801649748092388
867,"[14, 40, 46, 47, 60, 64, 104, 116, 160, 174]",21,22900,0.7766666666666666,0.7557619047619094,0.9,0.8536939484127015,0.8337972166998011,0.8017484459278318
869,"[835, 906, 986, 947, 1907, 5656, 4974, 2412, 5725, 5899]",12,22902,0.6814814814814815,0.7559185859667963,0.7301587301587301,0.8539751263238172,0.7049808429118773,0.8019606077261152
870,"[8, 50, 107, 119, 129, 138, 160, 207, 214, 252]",28,22896,0.6,0.7560773809523855,0.7,0.8540510912698444,0.6461538461538462,0.8020834652971807
902,"[45, 73, 81, 145, 174, 180, 237, 255, 271, 289]",44,22880,0.7550000000000001,0.7558005952380998,0.9466666666666667,0.8536106150793681,0.8400391772771794,0.801733462327859
910,"[64, 171, 172, 191, 207, 213, 282, 313, 341, 356]",5,22917,0.2,0.7562949747249529,0.4,0.8541812865497107,0.26666666666666666,0.8022633180700637
911,"[2204, 2613, 3838, 209, 5400, 3570, 4527, 3662, 4641, 5069]",18,22900,0.7925925925925925,0.7557400464202867,1.0,0.853541530282294,0.884297520661157,0.801668924886225
924,"[46, 79, 221, 835, 1529, 1772, 2152, 2336, 2834, 3122]",12,22906,0.6428571428571429,0.7559402700934069,0.6904761904761906,0.853980506474709,0.6658163265306123,0.80197518302129
929,"[1039, 1270, 1711, 1844, 2159, 4649, 4743, 5334, 5606, 2884]",12,22903,0.7041666666666666,0.7558729025348137,0.8214285714285714,0.8538226852088004,0.7582910651580178,0.8018676776315278
934,"[2373, 2475, 2829, 3623, 3642, 3980, 4196, 4677, 4743, 4874]",15,22902,0.6875,0.7558967035582577,0.8333333333333333,0.853805684477769,0.7534246575342466,0.8018735726216777
947,"[23, 28, 29, 85, 127, 163, 167, 196, 198, 222]",46,22877,0.5666666666666667,0.7561707447758574,0.817099567099567,0.8538485472179019,0.6692215443975181,0.8020466525913498
950,"[21, 71, 128, 138, 200, 220, 228, 269, 296, 297]",18,22903,0.7222222222222222,0.7558531214664095,0.8888888888888888,0.8537200698288036,0.7969348659003831,0.8018112915006542
979,"[85, 287, 341, 345, 354, 364, 473, 552, 572, 580]",16,22903,0.8111111111111111,0.755710289829202,1.0,0.853541530282294,0.8957055214723927,0.8016521829208837
989,"[4, 26, 40, 93, 99, 100, 105, 137, 164, 183]",36,22887,0.685,0.7559255952380998,0.9,0.8536939484127015,0.7779179810725553,0.8018405450537147
996,"[835, 1970, 3039, 3286, 3764, 3877, 4178, 5215, 5238, 153]",11,22903,0.75,0.7558074497203426,0.8194444444444444,0.8538255186639723,0.7831858407079645,0.8018320951953659
1001,"[47, 356, 947, 1249, 1431, 1770, 2234, 2347, 2348, 2412]",17,22897,0.5666666666666667,0.7561030768315228,0.7222222222222222,0.8539878791485678,0.6350574712643678,0.8020700453012706
1070,"[6, 10, 80, 83, 84, 133, 164, 165, 230, 237]",33,22891,0.8296296296296296,0.7556805332381169,0.9629629629629629,0.8536010434644639,0.8913376186103459,0.8016616868497886
1114,"[4, 14, 55, 489, 507, 572, 617, 627, 649, 860]",12,22906,0.8888888888888888,0.7555853121466451,0.8703703703703705,0.8537498264198883,0.87953216374269,0.8016737019303531
1134,"[21, 200, 356, 399, 417, 600, 614, 821, 835, 841]",15,22905,0.5,0.7562102005594286,0.5555555555555556,0.8542556884683321,0.5263157894736842,0.8022484299815363
1137,"[835, 3969, 4421, 5899, 906, 3544, 3928, 5552, 5192, 741]",10,22905,0.6625,0.7559324050934237,0.6964285714285714,0.8540011928846305,0.6790407358738502,0.8019798785499123
1159,"[6, 21, 61, 71, 167, 171, 243, 253, 269, 276]",14,22905,0.5416666666666666,0.7561049625133929,0.75,0.853924689594989,0.6290322580645162,0.8020432351292077
1160,"[165, 178, 184, 206, 221, 285, 288, 325, 339, 365]",23,22897,0.6818181818181818,0.7559445139012965,0.8181818181818182,0.8538464209878779,0.7438016528925621,0.8019184400544281
1177,"[61, 89, 164, 234, 279, 353, 414, 417, 449, 473]",13,22907,0.6428571428571429,0.7559402700934069,0.7142857142857143,0.853950760505288,0.6766917293233083,0.8019620660943398
1184,"[12, 158, 317, 572, 599, 640, 986, 1214, 1229, 1258]",11,22910,0.5714285714285714,0.7560295080016703,0.7142857142857143,0.853950760505288,0.634920634920635,0.8020122804625227
1187,"[40, 43, 52, 60, 64, 67, 68, 110, 116, 164]",19,22904,0.6375,0.7559681066285896,0.75,0.853924689594989,0.6891891891891891,0.8019662331688311
1194,"[835, 5311, 89, 5635, 5793, 4068, 3234, 4749, 4873, 6034]",9,22906,0.7999999999999999,0.7557439466952275,0.7857142857142857,0.8538615225970245,0.7927927927927928,0.8018122320402055
1203,"[835, 1772, 4324, 5899, 3776, 4968, 874, 4885, 4741, 489]",16,22899,0.75,0.7558095238095285,0.7555555555555555,0.853951884920638,0.7527675276752768,0.8018889805629638
1211,"[128, 2045, 3133, 4230, 4896, 5174, 5380, 835, 2217, 874]",12,22905,0.5740740740740741,0.756091174195089,0.6349206349206349,0.8541281602208253,0.6029662047167519,0.8021252133439446
1230,"[164, 254, 391, 503, 580, 790, 1213, 1226, 1986, 2049]",12,22903,0.8571428571428571,0.7556725563686166,0.9365079365079365,0.8536731314573572,0.8950695322376739,0.8016889875574584
1257,"[6, 32, 68, 69, 76, 81, 171, 182, 226, 233]",25,22897,0.7777777777777778,0.7557638516931546,0.8888888888888888,0.8537200698288036,0.8296296296296296,0.8017610609386419
1259,"[41, 74, 89, 106, 112, 116, 152, 209, 285, 405]",19,22901,0.8351851851851851,0.7556716062607914,1.0,0.853541530282294,0.9101917255297679,0.801630417440289
1264,"[986, 3838, 4129, 4211, 5215, 2037, 3893, 1247, 4192, 1713]",22,22892,0.5433333333333333,0.756178571428576,0.7428571428571429,0.8539745606575995,0.6276194002221399,0.8021066449471694
1270,"[18, 34, 59, 62, 65, 72, 77, 103, 104, 144]",43,22878,0.5984848484848484,0.7561082336131499,0.8528138528138527,0.8537783816271077,0.7033647436331999,0.8019805344276686
1278,"[21, 78, 108, 141, 188, 221, 227, 232, 269, 383]",19,22900,0.5296296296296297,0.7561625900136927,0.6666666666666666,0.8540771489218226,0.5902992776057792,0.8021429025558269
1312,"[14, 27, 66, 68, 71, 72, 94, 126, 138, 158]",17,22903,0.8166666666666668,0.7556904761904808,0.9,0.8536939484127015,0.8563106796116505,0.8017082513470852
1340,"[1226, 1573, 821, 3642, 986, 1154, 1459, 5028, 2759, 5628]",10,22904,0.6047619047619047,0.7559878636444808,0.7714285714285715,0.8538793701786773,0.6780029658922392,0.8019573630782808
1366,"[47, 172, 196, 341, 348, 497, 580, 632, 670, 703]",23,22893,0.7666666666666667,0.7557817056478057,0.9555555555555555,0.8536129461008977,0.850752688172043,0.8017238626538199
1367,"[315, 353, 356, 607, 860, 874, 1026, 1028, 1039, 1318]",16,22900,0.9222222222222223,0.7555317502826923,0.9523809523809523,0.853618047230798,0.9370589895568726,0.8015854562375159
1389,"[1154, 1562, 2440, 2908, 4196, 4549, 5146, 986, 4255, 1573]",13,22901,0.6479166666666667,0.7559532309889372,0.8125,0.853835435757074,0.7209343794579173,0.8019184998961685
1391,"[61, 247, 564, 580, 627, 688, 821, 835, 860, 1154]",23,22894,0.5116666666666667,0.7562351190476236,0.7,0.8540510912698444,0.5911966987620358,0.8021722157725882
1420,"[12, 21, 325, 1039, 2373, 2867, 3009, 3325, 3381, 3893]",16,22899,0.7777777777777778,0.7557638516931546,0.8395061728395061,0.8537994207383632,0.8074639525021203,0.8017960521872731
1433,"[1, 12, 61, 98, 152, 161, 171, 183, 203, 207]",19,22901,0.6277777777777778,0.7560048800809426,0.7777777777777778,0.853898609375313,0.6947738252086079,0.8019754227628911
1443,"[18, 20, 34, 66, 89, 104, 141, 191, 241, 268]",17,22905,0.8571428571428571,0.7556725563686166,0.8333333333333334,0.8538020306581822,0.8450704225352113,0.8017458223208859
1448,"[1226, 835, 4421, 3043, 315, 511, 1256, 2640, 4324, 4230]",13,22901,0.7222222222222222,0.7558531214664095,0.7222222222222222,0.8539878791485678,0.7222222222222222,0.8019293879362492
1449,"[4692, 1844, 5292, 1154, 932, 5380, 2920, 986, 4741, 1083]",13,22904,0.5416666666666666,0.7561049625133928,0.625,0.8541031972708191,0.5803571428571429,0.8021219642081131
1453,"[32, 44, 55, 81, 97, 113, 121, 131, 138, 161]",24,22899,0.7575757575757575,0.7557956777996118,0.9090909090909091,0.8536678176658561,0.8264462809917354,0.8017559251095474
1460,"[4, 41, 43, 61, 71, 81, 98, 141, 155, 209]",12,22909,0.7222222222222222,0.7558351177730241,0.8333333333333334,0.8537983781425996,0.7738095238095238,0.8018356965549339
1474,"[211, 250, 294, 317, 405, 512, 683, 860, 1225, 1237]",13,22908,0.7222222222222222,0.7558531214664095,0.7777777777777778,0.853898609375313,0.7489711934156379,0.8018900268237913
1482,"[4, 54, 89, 97, 101, 171, 183, 185, 191, 203]",24,22898,0.89375,0.7556021658931381,1.0,0.8535676742433289,0.9438943894389439,0.8016028728700653
1483,"[16, 992, 1045, 1154, 1226, 1478, 1832, 2160, 2647, 2834]",9,22910,0.7000000000000001,0.7558688797667962,0.8571428571428571,0.8537722846887611,0.7706422018348623,0.8018431867352384
1526,"[17, 78, 144, 155, 181, 218, 270, 289, 351, 437]",40,22884,0.79,0.7557380952380999,0.8333333333333333,0.8538129960317492,0.811088295687885,0.8017875428874953
1535,"[143, 170, 199, 243, 246, 290, 321, 323, 324, 330]",29,22894,0.6060606060606061,0.7560933500029815,0.7878787878787878,0.853905955428552,0.6851119894598154,0.8020284384587599
1539,"[4, 11, 22, 85, 90, 105, 145, 154, 158, 218]",22,22900,0.6383333333333333,0.7560089285714332,0.8,0.8538725198412729,0.7100811123986095,0.8019661938439859
1552,"[356, 488, 503, 835, 1214, 1247, 1417, 1477, 1487, 1535]",16,22902,0.6685185185185185,0.7559394155805558,0.8611111111111112,0.8537647047154309,0.7526903416733925,0.8018795302669856
1554,"[11, 31, 40, 60, 86, 98, 99, 110, 128, 133]",15,22908,0.7592592592592592,0.7557936082842396,0.8888888888888888,0.8537200698288036,0.818976279650437,0.801777805078419
1564,"[12, 27, 35, 51, 74, 81, 104, 191, 194, 207]",13,22906,0.65,0.7559502558610067,0.75,0.853924689594989,0.6964285714285715,0.8019561884696806
1575,"[3, 37, 71, 86, 104, 203, 211, 232, 246, 269]",24,22896,0.6816666666666668,0.7559315476190525,0.9,0.8536939484127015,0.7757639620653319,0.8018438937598713
